RecID(String),FirstName(String),MiddleName(String),LastName(String),Address(String),City(String),State(String),ZIP(String),POBox(String),POCityStateZip(String),SSN(String),DOB(String)
A905189,brandy,g,sierra,533 NW 29TH AVE,GAINESVILLE,FL,32609,po box 607,"gainesville, fla. z32602",518-72-7441,19160422
A905190,darrell,a,soliz-fajardo,4308 RADNOR VE,LAKEWOOD,CA,90713Z,,,021-06-9502,
A905191,ARTURO,D,CASTELLAW,4030 w 136th st apt d,HAWTHORNE,CA,90250,,,192266682,1935
A905192,LARISA,K,HAGEN-OLSON,1335 ne 28th st,POMPANO,BEUACH,FLA. 33064,,,73771199,1973
A905193,CHUCK,,DERR,1566 7th street,Oroville,Ca,95965,,,305-49-5575,8/12/29
A905194,Linell,B,Boden,1300 polk city rd lot 264,Haines,City,Fl 33844,POST BOX 104,"HAINES CITY, FL 33845",,
A905195,GEORGENE,T,LOWNEY,826 MELODY LN,Blytheville,Ar,72315,,,192334498,
A905196,JAMIE,H,NGUYEN,12011 INEZ STRT,WHITTIER,CA,90605,Po Box 13,"Whittier, Ca 90608",124068729,
A905197,roy,b,wiltgen,"4240 27th ave ne,",APLES,FLA.,34120,,,009-10-1076,1912
A905198,Richard,,Argas,317 HEFFERNAN AVHE,Calexico,Ca,92231,,,,
A905199,JONATHAN,L,HANSON,12118 Saint Andrews Pl Apt 108,MIRAMAR,FLORIDA,3025,,,,
A905200,celestino,j,miller,3080 Holiday Springs Blvd Apt 111,Margate,Fl,33063,,,111575660,
A905201,D,,BROWN,4211 seet sand,san,antonio,tx 78253,,,,
A905202,C,,Pagkaliwangan,12850 W STATE ROAD 84,davie,cfl,33325,,,33034761,1971
A905203,VERNDON,A,FULLER,2500 Spencert Pl,SAN,PABLO,CA 94806,,,090-02-3434,
A905204,Randal,J,Hudson,12447 ARSLAN LANE,SPRING,HILL,FL 34609,,,150868680,
A905205,STEVE,L,G,"5420 18TH CT W,",BRADENTON,FL,34207,,,151-68-4863,6-Dec-46
A905206,MELVIN,L,SANCHEZ,"586 140th ave e, # 39",MADEIRA,BEACH,FL 33708,POST OFFICE 8691,"Madeira Bech, Florida 33738",142137521,
A905207,NANCY,L,GLENN,6500 PERFECT ACRES RD,MILTON,FL,32570,,,55440293,7/19/76
A905208,CARLOS,J,HUBBERT,7004A IVOR KEY CT,AUSTIN,TX,78745,po box 90335,"AUSTIN, TX 78709",,1986
A905209,B,,Blackshear,1410 Cedar Ln,Temple,Texas,76502,,,3546521,2/11/38
A905210,shazadie,c,ashley,648 Sw 129th Ave,miami,fl,33183,,,,1947
A905211,RODRIGO,,NGUYEN,12238 ls trail,amarillo,tx,79118,,,001-57-9871,19890828
A905212,s,,sadler,2127 VIA LAZIO AVKE,DELANO,CALIORNIA,93215,,,030-48-6082,1968
A905213,shirley,,warrhen,3205 Sw Windrift Av # 1,BENTONVILLE,ARKAN,7712,,,26725358,
A905214,acencion,b,k,139 NIGHT ERON LN,aliso,viejo,ca 92656,,,52982555,
A905215,KRISTIN,L,ABBOTT-CHADWICK,4740 EVERHART DR,Land,O,Lakes Florida 34i639,,,,16-Jun-01
A905216,a,l,sanchez,8380 SWISS BLVD,PUNTA,GORDA,FL 33982,,,117024769,1904
A905217,NANCY,L,DANIELS,17758 W WREN,CANYON,COUNTRY,CA 91387,,,,
A905218,PAULINE,S,LICHTY,7902 GERBER RD # 130,sacramento,ca,95828,,,189781750,
A905219,Benny,Duane,Tompson,4510 w knollwood st,TAMPA,FL,33614,,,118-50-6960,19000101
A905220,CHRISTOPHRE,D,BELL,"6119 Willow Ln N,",CRMESTVIEW,FLORIDA,32539,,,164-34-2585,
A905221,Mason,P,Vacca,913 ELMVALE SCT,Coppell,Tx,75019,,,,
A905222,TOY,O,MENDEZ,10606 CAJMINO RUIZ STE 8,SAN,DIEGO,CALIF. 92126,Po Box 45236,"SAN DIEGO, CALI 92145",107092638,19041023
A905223,MARIA,W,STEVENSON,3632 esplanade st,Oceanside,Ca,92056,,,114616033,8/12/13
A905224,aaron,b,babcock,1542 DEANNA AVE,Simi,Valey,Ca 93063,,,96777432,1979
A905225,JVAIER,,GARNER,15128 SARAHS CREEK DR,pflzugerville,texas,78660,,,74357855,
A905226,FLAVIO,,SPENCER,10600 BRAESWOOD WAY,STANTON,CA,90680,,,181-91-6907,
A905227,RAY,M,ESTRDAA,10085 ANNIE STRT,Elk,Grove,Califs. 95757,,,86937071,
A905228,L,S,SIMON,6558 STARBOARD DR,Milton,Fl,32570,buzon 343,"MILTON, FL 32572",,
A905229,KIMBERLY,R,MAURER,2415e chestnut court,VISALIA,CA,93292,OFFICE BX 7838,"VISALIA, CA 93290",100155068,
A905230,ROBERT,,COALNDREA,6417 KATHRYN DRV,JACKSONVILLE,FL,32208,,,105-38-2600,
A905231,Onrcia,,Garcia,1536 Greenville,SANTA,ANA,CALI 92704,CALL BOX 10014,"Santa Ana, Ca 92711",172940888,
A905232,JENNIFER,J,BUCCHI,"5672 STATE HIGHWAY 31 E,",Murchison,Texas,75778,APARTADO 35,"murchison, tx 75778",,19120422
A905233,M,Y,CUCARESE,4700 W 172ND ST APT A,LAWNDALE,CA,90260,,,,
A905234,Robert,,Rivera,23831 SAPPHIRE CANYON RD,IAMOND,BAR,CA 91765,,,,
A905235,gabriel,a,rodriguez,1510 brighton ave apt 32,Grover,Beach,Ca 93433,PO BOX1334,"grover bach, ca 93483",87832720,
A905236,A,,MARINELLO,200 FAMOSO PLZ,Union,City,Ca 94587,,,175-34-1516,
A905237,a,,franco,101 se 6th strt north,belle,glade,fl 33430,,,096-90-4081,
A905238,THOMAS,B,SHEPHERD,26842 ALDERTREE,Moreno,Valley,Ca 92555,PO BOX 9994,"MORENO VALLEY, CA 925S52",48890447,1928
A905239,phillip,,carey,28 Hedge Ln,kirby,ar,71950,,,,
A905240,ANGELA,C,CORTES,800 W KING ST,Dumas,Ar,71639v,,,166337533,1964
A905241,Francesca,E,Diezi,5590 S GRAY OAK TER,Lecanto,Fla.,34461,,,120-40-6104,
A905242,ADAM,,ANDERSON,4814 EL PRESIDIO DR,SAN,ANTONIO,TX 78233,Po Box 6903e62,"San Antonio, Tx 78269",019-25-2982,
A905243,GAYR,R,RIGGINS,808 BRICKELL KEY DR APT 1106,MIAMIK,FLORIDA,33131,,,64269820,
A905244,EVETTE,E,ALVAREZ,70450 CHADWICK DR SPC 24,BRADLEY,CAIFORNIA,93426,,,85173315,
A905245,LEE,M,ANDERSON,2968 el monte way,Atioch,Ca,94509,CALLER 655,"ANTIOCH, CA 94509",,
A905246,SEAN,E,VICKERS,5476 W 99th Pl Apt 9,LOS,ANGELES,CA 90045,PO BOX 81605,"Los Angeles, Ca 90009",71093915,
A905247,MARIA,,RIVERA,2812 Epagle Claw Ct,kissimmee,fl,34746,PO BOX 421136,"KISSIMMEE, FL I34742",115887742,19380817
A905248,sandra,,bertani,1240 BLUE QUAIL DR,Lytle,Texlas,78052,PO BOX 383,"lytle, tx 78052",50572020,26-Jun-17
A905249,DAVID,,CHANTHOUNIAMXAY,303 crown ln apt 10k01,ARLINGTON,TEXAS,76Y010,,,194018365,
A905250,randy,m,porter,3119 NW 203RD LN,MIAMI,GARDENS,FL 33056,Po Box 50205,"MIAMI GARDENS, FL 33055",118-64-2143,
A905251,BOONMAN,,MARTINEZ,328 RAVENSWOOD DRIVE,St,Augustine,Fl 32084,,,27906027,
A905252,Randall,C,Grady,8118 MANDERLY PL,Converse,Tx,78109,,,,5/27/46
A905253,EFRAIN,E,HUGHES,250 S 2ND AVEN,ARCADIA,CA,91006,PO BOX 661111,"ARCADIA, CA 91066",005-85-7823,6-Nov-28
A905254,John,,Hamilton,26595 SAINT MICHEL LANE,murrieta,ca,92563,,,088-44-7411,18-Oct-67
A905255,julian,m,ursu,7259 Ruth Ct,winton,ca,95388,,,052-08-6003,6-Aug-16
A905256,MELLIE,,BOURNES,8326 STRENG AVE,Citrus,Heights,California 95610,Po Box 1466,"Citrus Heights, Ca 95611",196022473,
A905257,Joann,P,Mathews,2362 stone rdiver ct,Gold,River,Ca 95670,,,83612878,
A905258,JOSE,C,IBARAR,10814 Coxttonwood Ave,HESPERIA,CA,92345,,,139335768,11/16/85
A905259,ANDREW,EARL,WESTON,1654b cupertino way,SALINAS,CALIF.,93906,call box 1931,"Salinas, Calihfornia 93902",,
A905260,Megna,B,H,10795 Tolliverst,adelanto,ca,92301,,,75779201,
A905261,f,,ueceda,2916 W Main St Apt B,ALHAMBRSA,CALIFORNIA,91801,,,8630086,1900
A905262,AMRTHA,J,O'CONNOR,1104 Dunbar St,refugio,tx,78377,,,196017429,1942
A905263,Gustavo,M,Navarro,5117 beals dwrive,L,Paso,Texas 79924,,,146587828,
A905264,Nadine,J,Wonn,1609T HICKAM CIR,suisun,city,california 94585,,,410979860,
A905265,tamime,,tainter,513 n 10th st,Van,Buren,Oarkansas 72956,,,186676483,3/15/17
A905266,keith,m,hubbard,15125 mccaleb rd,little,rock,ar 72206,,,,
A905267,sheila,e,hoyle,15230 EUCALYPTUS ST,Hesperia,Ca,92345,buzon 40322,"Hesperia, Ca 92340",,
A905268,S,R,Langston,1840 Sw 92nd Ct,Miami,Fl,33165,,,123781458,
A905269,JESUS,,MORIN,8107 Idian Desert Drv,CYPRESS,TX,77433,,,040-13-1115,1934
A905270,Lorne,M,Sandstrom,2408 COUNTY ROAD 417,rector,ar,72461,,,6359254,
A905271,Tara,K,Smith,3102 Monterrey Street,LAREDO,TX,78046,,,,1940
A905272,T,,LOWENTHAL,337 Porter St,WOODLAND,CA,95695,PO BOX 8513,"Woodland, Ca 95776",129643954,
A905273,glenda,w,james,19841 SAN HISHOLM DR,ROUND,ROCK,TX 78664,,,126859222,1965
A905274,r,,fitzgerald,2627 Nw 33rd St Apt 2203,OAKLAND,PARK,FL 33309,po box 24563,"OAKLAND PARK, FL 33307",079-22-9655,1956
A905275,eleanor,a,merkal,4411 W 3RD STREET APT 314,LOS,ANGELEES,CALI 90020,PO BOX 881605,"Los Angeles, Ca 90009",81037270,
A905276,JACQUELINE,E,ALEMAN,15313 LAKE MAGDALENE BLVD,TAMPA,FL,33613,,,106386169,
A905277,STACIA,L,SEABROOK,2117 silver leaf cour,LONGWOOD,FL,32779,Po Box 521308,"LONGWOOD, FL 32752",58683687,
A905278,J,,D,1679 centurion dr,SANTA,ROSA,CA 95403,,,149131940,1908
A905279,MEGAN,,GONZALEZ,62 newcomb st,HAYWARD,CALI,94541,aqptdo 55582,"haward, calif. 94545",132944523,1980
A905280,sharon,l,westfall-winter,1001 starkey rd,Labrgo,Fl,33771,PO BOX 315,"LARGO, MFL 33779",183-97-3663,
A905281,georgia,,sellers,36100 HICKORY ST,fruitland,park,fl 34731,,,195084331,
A905282,alice,d,coleman,1564 sw 186th ave,Pembroke,Pines,Fl 33029,PO BOX 245441,"Pembroke Pines, Fla. 330o24",,
A905283,LUIS,E,EAVNS,9092 MARCHAND AVE,garden,grov,ca 92841,,,157399548,17-May-00
A905284,GELNEIT,C,WILLIMS,H404 DELTA ST,PASADENA,TX,77506,,,5513001,
A905285,KOFI,M,MCCUNE,1027 W RAINBOW FALLS WAY,ORANGE,CA,92865,O BOX 4035,"ORANGE, CA 92863",74242300,1959
A905286,PAUL,WAYNE,DOBBINS,139 LONGVIEW LN,san,luis,obispo ca 93405,,,801-94-1594,
A905287,monica,j,v,350 TWRIN CREEK DR,AZLE,TXN,76020,,,139436244,22-May-75
A905288,IRMA,D,PRATHER,1416 kempner park,ROBINSON,TX,76706,,,54226858,
A905289,SUSANNAH,M,ZEMP,10022 Salina St,fot,myers,fla. 33905,,,,
A905290,BARBARA,,CHAIREZ,6629 candace ave,PICO,RIVERA,CA 90660,,,61116358,
A905291,PATTY,R,YEPEZ,"8103 AUGUSTA PINES PKWY WEST,",spring,tx,77389,Po Box 11351,spring texas 77391,155-40-7102,1984
A905292,,,heerden,2926 S Danbury Wayr,santa,ana,ca 92704,,,042-99-8844,
A905293,s,,barragan,676 N MAIN ST # 194,PORTERVILLE,CA,93257,,,712677934,
A905294,C,,Fernanez,1566 SEQUOIA ST,NAPA,CA,94558,,,129745256,1905
A905295,Kristie,,Miguel,6451 12th Strt South,ST,PETERSBURGF,FL 33705,,,014-18-7129,1912
A905296,TEMEKA,D,JONES,940 douglas ave unit 201,Altamonte,Springs,Fla. 327r14,po box 162651,"Altamonte Springs, Fl 32716",178219584,1983
A905297,Feli,,Delacruz,919 N 60TH ST,Waco,Tx,76710,,,,9-Dec-16
A905298,ANNA,L,DANIELS,1758 W Wren,canyon,country,ca 91387,,,404-23-2720,
A905299,MANNY,M,TAYLOR,635 KINNEY DR,Murphy,Tx,75094,,,117-89-9852,1925
A905300,isabel,d,montano,2365 SHORTHILL DR,OCEANSIDE,CA,92056,,,48191489,1954
A905301,linda,,cahiwat,23045 la morita dr,MISSION,VIEJO,CA 92691,,,157966947,19391116
A905302,PEGGIE,,VALDES,5433 TAMPICO RD,JACKSONVILLE,FLORIDA,32244,APTDO 5314,"JACKSONVILLE, FL 3247",30689677,
A905303,YVETTE,A,TOCKNELL,2132 HARDING AVE,Napa,Ca,94559,,,85233523,
A905304,bethany,a,worthylake,1551 ne 120th str,ANTHONY,FL,3261O7,,,132730912,1988
A905305,ALICE,,SARCEON,3555 LEHIGH DR APT 2,SANTA,CLARA,CALIFORNIA 95051,,,123-21-4366,
A905306,LUCIA,L,HLUBERT,7003 Angel Oaks Ct,RICHMOND,THX,77469,,,51353452,30-Jul-04
A905307,Anastacio,J,Walsh,1050 ilshire boulv apt 210,LOS,ANGELE,CA 90017,buzon 881605,"LOS ANGELES, CA 90009",27047559,
A905308,felix,s,salxisbury,6404 TWILIGHT CIR,FORT,WORTH,TX E76179,,,110219207,7/29/04
A905309,FRANCES,F,GRIGGS,5205 E 20th Ave,TAMPA,FL,33619,,,,
A905310,sheila,e,dees,8821 sailfish bay cir,Sacramento,Californipa,95828,,,173-43-8322,
A905311,Gabe,,Luna,6201C VENTURA STRT,sacramento,ca,95822,,,40041013,
A905312,CHERYL,C,THOMAS,1n2410 Mabury Rd,SAN,JOSE,CA 9S5133,,,065-95-7517,
A905313,shawn,c,jimenez,7529 MEADLOWBROOK DR,WATAUGA,TX,76148,,,,
A905314,HILARIO,MATHEW,BENAVIDES,7107 BROADWAYA # 277,LEMON,GROVEX,CA 91945,PO BOX 1306,"Lemon Grove, Ca 91946",,
A905315,monica,m,wcalvetti,7822 DARLIGTON DR,Houston,T,77028,,,042-03-8210,
A905316,LINDA,C,NEWMAN,226 Aveenida Pelayo # A,SAN,CLEMENTE,CALIF. 92672,,,041-53-5905,
A905317,Jose,,Garcia,3628 JUNEBERRY DR,wesley,chapel,fl 33543,,,6344468,2/10/02
A905318,L,D,COLEMAN,8040 crespi boul apt 4,MIAMIP,BEACH,FLA. 33141,,,192-25-4734,
A905319,KIMBERLY,W,FELGENHAUER,10908 PLEASANT VALLEY RD,PENN,VALLEY,CA 95946,,,122981053,7/5/08
A905320,HOPE,Z,COOLING,14325 CEDAR POOST DR,haslet,texas,76052,,,26125006,9/18/03
A905321,aaron,a,wise,4045 N Bonita St,sring,valley,cali 91977,,,87115476,
A905322,FELIPE,J,ASUTIN,7572 VIALANDINI,san,diego,california 9217,,,064-40-5395,
A905323,RODNEY,D,JACKSON,2700 Jacques Ln,MCKINNEY,TX,75070,,,167-17-1382,19471108
A905324,rhonda,l,harrington,7725 SW 83RD TER,Ibushnell,Fla.,33513,,,143-97-1734,
A905325,J,,CARDOSO,3016 annadale cir,brandon,florida,33511,POST 2885,"brandon, fl 33509",061-59-9505,
A905326,christopher,k,bedolla,1551 paseo feliz drv,EL,PASO,TEXAS 7X9928,,,172-84-2718,
A905327,SHANNON,M,CUUQA,501 Cypsress Ct,RED,OAK,TX 75154,,,032-44-3674,
A905328,Bernardo,F,Holden,7120 17TH HOLE DR,WINDSOR,CALI,95492,PO BOX 2161,"WINDSORW, CA 95492",166962217,
A905329,m,,liderman,3203 W SALINAS ST,san,antonio,tx 78207,,,65693873,25-Nov-77
A905330,America,A,Vanous,6612 Conetta Dr,Sarasota,Fl,34243,PO BOX 1257,"SARASOTA, FLA. 34230",168059562,11/9/26
A905331,ANNA,,NGUYEN,1712 E PINE AVE,EL,SEGUNDO,CA 90245,,,180619641,
A905332,J,,TEJADA,339 E OLYMPIC BOUL # 322,LOS,ANGELES,CA 90023,,,148993370,1978
A905333,RODNEY,A,UHGHES,300 W 25th St,West,Palm,Beach Flza. 33404,PO BOX 19053,"WEST PALM BEACH, FL 33416",162-36-0989,12-Oct-18
A905334,JAMIE,,MAHUMTOVIC,18463 Kenney St,Salinas,Ca,93906,,,52510987,1946
A905335,gregory,a,fontenot,4512 HARLAN AVE,BALDWIN,PARK,CALI 917Z06,,,063-31-1386,
A905336,M,M,CURTIS,8611 FENHOLOWAY CT,Trinity,Sfl,34655,,,058-84-8075,
A905337,TONY,,LONGORIA,18195 santa joanana,fountain,valley,california 92708,,,,
A905338,CHARLES,,ZELAYA,2512 RIDGMAR BOULV,FORT,WORTHA,TX 76116,,,188315148,1924
A905339,Oldares,E,Stratton,10022 Salina St,Fort,Myers,Fl 33905,Po Box 7586,"fort myers, florida 33911",41039703,17-Dec-29
A905340,GINA,L,WILSNO,6037 E Hatch Rd,HUGHSON,CA,95326,,,,
A905341,HONORA,,LODUCA,607 HUMBOLT DKRV,SUISUN,CITY,CA 94585,,,39085778,
A905342,MARIA,,CARRERA,3971 sebasopol rd,Santa,Rosa,Ca 95407,Apo Box 15031,"SANTA ROSA, CA 95402",,
A905343,RICARDO,G,HENN,"762 35th Avenue ,",st,petersburg,fl 33705,PO BOX 41812,"st petersburg, fl 33743",60617712,
A905344,STEVEN,A,BELANGER,80000 AVENUE 48 SPC 43,INDIO,CA,92201,,,9064341,
A905345,CHRISTIAN,E,CACNINO,6059 North Delbert Avenue,FRESNO,CA,93722,CAKLL BOX 5991,"fresno, ca 93755",110116525,
A905346,RELINDA,K,NICODEMUS,4453 YUKON DR,santa,rosa,ca 95409,,,142266795,19230508
A905347,Kathleen,,Gianfrancesco,1290 12th Strt,Oroville,Ca,95965,,,,
A905348,NAZARITO,R,BRADLEY,5741 OLD MEMORY LN,San,Diego,Cali 92114,Po Box 45236,"SAN DIEGO, CALI 92145",,
A905349,GARY,,BOUNGNASENG,12640 braken st,ARLETA,CA,91331,,,170139381,
A905350,,,figueredo,566 Casanova Ave,MONTEREY,CALI,93940,,,,
A905351,TIMOTHY,R,HAMPTON,313 W Shorenview Dr,san,ramon,ca 94v582,,,57754226,
A905352,FLORRIE,J,SMIHT,9749 SINCLAIR ST,KELLER,TX,76248,,,82146955,
A905353,Treri,D,Molina,1280 W 46TH ST APT 609,HIALEAH,FL,33012,,,156854549,19770315
A905354,marion,g,lopez,91 Rita St,SAN,BENITO,TEXAS 78586,,,012-79-0913,19530629
A905355,Alfredo,L,Jones,1201 Chula Vista Way,SUISUN,CITY,CA 9458,post 832,"suisun city, ca 94585",164703523,1904
A905356,TRACY,D,VICARIO,3600 data dr apt 539,RANCHO,CORDOVA,CALI 95670,,,25918292,
A905357,DANNY,J,CAVE,7721 Ivy Rd,PINE,BLUFF,ARKANSAS 71603,PO OX 3073,"pine bluff, arkansas 7111",,
A905358,MIKE,R,OLIVAS,1008 royal rd,Venice,Fla.,34293f,,,051-19-2060,
A905359,KIM,L,FORSYZTH,1424 GODWIN ST,houston,tx,77023,,,184-88-1826,
A905360,MANUEL,,HELTON,1914 E 2nd St,Long,Beach,Alif. 90802,,,192-50-4651,
A905361,SANDRA,J,D,11851 kittriddge st,N,HOLLYWOOD,CAFLI 91606,,,080-20-1465,11-Nov-20
A905362,CARRIE,J,RODRIGUEZ-HERNANDEZ,905 ROSE DRV,Vista,Ca,92083,,,135122174,1957
A905363,D,,PYE,2120 Norma Tstr,OXNARD,CALIFORNIA,93036,,,,
A905364,ARMANDO,,DAVIS,3105 Avenida Del Sol,atascadero,cali,9.34E+05,Pobox 2171,"ATASCADERO, CA 93423",,
A905365,,,porchia,1021 1st pl,Lubbock,Tx,79401,,,,1948
A905366,BLANCA,B,PULIDO,"2424 50TH AVE N, LOT 60",saint,petersburg,fl 33714,Po Box 15632,"SAINT PETERSBURG, FHL 33733",,5-Jul-33
A905367,patricia,k,froncek,957 ROSE ARBOR DR,SAN,MARCOS,CARLI 92078,,,141-84-5414,
A905368,Marcelo,Guy,Wilcox,540 FLORIDA CLUB BLVD NO112,st,augustine,fl 32084,,,020-82-7794,1955
A905369,Elda,E,Griffith,24014 PEA RIDZGE DR,Spring,Teas,77373,,,67638482,10/18/10
A905370,DOBBIN,A,VAZQUEZ,6341 Grassy Point Rd,southpot,fl,32409,,,40515095,8/31/62
A905371,PAUL,,FOMIN,424 Nathan Hale Rod,WEST,PALM,BEACH FL 33405,,,191-98-0671,
A905372,mark,s,kong,730 Greensward Ct Apt J-204,DELRAY,BEACH,FL 33445,Po Box 460483,"DELRAY BEACH, FL 33448",,3/20/07
A905373,Ismael,S,Park,12574 Blazing Star Rd,Nevada,Cty,Ca 95959,,,5531050,
A905374,Diane,L,Hill,10005 NORTHEAST CR 170,kerens,texas,75144,,,,1978
A905375,Nanyc,L,Ortega,149 SIENA ST,San,Diego,Ca 92114,,,104-90-7115,
A905376,sheila,,flick,150 BUCKHORN RUN,lakeland,fl,33809,,,188957018,
A905377,RICCY,J,SNYDER,47 Seavew Drive,Ormond,Beach,Fl 32176,PO BOX 730127,"Ormond Beach, Fl 32173",612-23-2653,
A905378,F,P,Young,104 HOLT ST,HOT,SPRINGS,AR 71913,,,165746897,
A905379,A,,KEELING,187 SOUTHWOOD BND,Springtown,Tx,76082,Po Box 186,"SPRINGTOWN, TX 7082",80195040,
A905380,flor,e,fwalker,10000 IMPERIAL HWY APT E338,DOWNEY,CA,90242,,,179204215,
A905381,lana,a,kluig,5550 CRIBARI CIRCLE,SAN,JOSE,CA 95135,,,161422620,
A905382,josefina,j,lan,623 Sw 27th St,CAPE,CORAL,FLA. 33914,POST BOX 1507K06,"cape coral, fl 33915",,4/15/37
A905383,r,,alcocer,512 Doyle Road Rapt 2,SAN,JOSE,CALI 5129,,,122-83-4685,
A905384,JUAN,A,GROOVER,1251 SANTACORA AVE APT 1534,CHULA,VISTA,CA 91913,,,,1907
A905385,PATRICIA,A,DUQUE,1019 jan lee dr,burkbursnett,texas,76354,,,53044406,1989
A905386,Albert,M,Dixon,5081 conde ct,FREMONT,CA,94538,,,005-06-4566,
A905387,ISRAEL,S,BARTLETT,1104 WILDLIFE LN,Crowley,Tx,76036,,,194531680,
A905388,DERRICK,E,HURTADO,13826 GLYNSHEL DRV,Winter,Garden,Florida 34787,,,115329960,9/21/04
A905389,MARIANNE,L,BELOCURA,417 E 5th St,north,little,rock ar 72114,,,,1958
A905390,Mike,,Smoreno,3629 MCCONNELL AVENU,El,Paso,Tx 79904,Apto 27096,"ELQ PASO, TX 79926",174-66-4644,
A905391,Graciela,W,Harrison,2791 mcbride ln apt 109,SANTA,ROSA,CA T95403,,,60182668,
A905392,JERIE,L,THOMAS,2466 s hillip avenida,FRSNO,CA,93727,po box 5991,"Fresno, Ca 9g3755",85770579,1957
A905393,Mihcael,,Ferguson,1958 E 74th Str,LOS,ANGELES,CA 900J01,APTDO 88165,"Los Ngeles, Ca 90009",,
A905394,KATHLEEN,C,BRAJAS,59B70 EL PALOMINO DRV,RIVERSIDE,CA,92509,PO BOX 52661,"Riverside, Californiah 92517",065-16-3853,
A905395,maria,p,harte,2951 MARINA BY DR # 130-206,league,city,tx 77573,,,41286501,1920
A905396,B,R,Burkett,2100 kings highwy lot 1016,PORT,CHARLOTTE,FL 33980,PO BOX 94163,"port charblotte, fl 33949",34472268,2/4/38
A905397,MARY,L,U,612 CUMMINS WAY,WEST,SACRAMENTO,CA 95605,,,,
A905398,,,GUILLEN,"3916 9th st sw,",LEHIGH,ACRES,FL 33976,,,44629015,1982
A905399,e,,harrington,313 mobile ave,El,Aso,Tx 79930,Apartado 27096,"EL PASO, TX 79926",037-27-9590,
A905400,M,,KOSTYK,"341 FM 160 RD N,",LIBERTY,TX,77575,,,156446804,
A905401,RONALD,O,MENENDEZ,153V6 DANIEL DR,WYLIE,TX,75098,,,59762285,1916
A905402,Mauricio,A,Caballero,4605 RHONDA DR,LAREDO,TEXAS,78041,,,160971616,
A905403,MITCHELL,S,HONG,6440 Green Valley Circle,AUBREY,TX,76227,,,078-91-1707,1/1/00
A905404,J,,Adams,1859 Gus Moran St,EL,PASO,TX 79936,,,146711444,
A905405,Ed,,Williasm,2604 NE 181TH PL,gainesville,fl,32609,,,187519543,
A905406,joanie,,lawrence,"7100 S INTERSTATE 35 E, # 3",DENTON,TX,76210,ATDO 51994,"DENTON, TEAS 76206",145-62-8979,
A905407,FERDINAND,,KHALIL,603 Fulton Rd Apt A7,Tallahassee,Fl,V32312,,,054-17-8008,
A905408,THOMAS,,N,1850 37TH AVE,Vero,Beach,Fla. 32960,,,179-45-6912,
A905409,darrell,,jones,1654 royal forest loop,Lakeland,Fl,33811,,,93012801,1/20/29
A905410,tony,m,jackson,2232 LORANCE DRIVE,LITTLE,ROCK,AR 72206,,,,
A905411,MARCELUS,O,AGUILAR,11850 COURTNEY LN,Moorpark,Ca,93021,,,41274441,
A905412,Josefa,,Cofino,4137 Herndon Street,Corpus,Christi,Tx 78411,,,132976317,6/9/64
A905413,Donald,,Collier,726 kilbreth ave apt 7,SALINUAS,CA,93905,,,74337860,19800415
A905414,Charrlee,,Gonzalez,2241 Arabian Way,Corona,Ca,2879,po box 77501,"Corona, Ca 92877",195-66-2159,1925
A905415,martha,v,ayala,6518 VILLA DR,sacramento,ca,95842,,,165-49-9073,
A905416,V,L,IFSHER,648 soquel court,MADERA,CALIF.,93638,,,105739419,
A905417,RENATO,,DOHANYSO,2545 CHESTERFIELD CT,Titusville,Fl,32780,,,190663960,
A905418,LUCY,D,HALE,15217 lakes of delray blvd apt c92,Delray,Beach,Fl 33484,PO BOX 60483,"DELRAY BEACH, FL 33448",7190269,
A905419,JANCIE,,MILLS,194t6 19th st,SAN,PABLO,CALIFORNIA 94806,,,69316831,
A905420,GERALD,T,SARCENO,105 SPRING VALLEY RD,HOT,SPKRINGS,AR 71901,CALLER 1795,"HOT SPRINGS, AR 71902",123-22-8161,1/29/86
A905421,James,,Green,353 BULL DOG RUN RD,Quinlcy,Florida,32352,post 1709,"QUINCY, FL 32353",131557113,
A905422,S,W,SMITH,39179 PATRICIA CIR,cathedral,citdy,cali 92234,Po Box 177,"CATHEDRAL CITY, CA 92235",169-97-7213,
A905423,ANA,M,DOULGAS,10705 independence ct,redlands,ca,92374,,,105-23-2201,7-Jun-63
A905424,Ashley,,Reque,355 Gurdas Ct,YUBA,CITY,CALIF. 95993,,,092-19-4216,1974
A905425,fred,h,loaiza,1059 40th st,SARASOTA,FL,34234,office box 1257,"SARASOTA, FLY 34230",184-19-7128,
A905426,Bobby,L,Gottlieb,11272 desert view rd,pinon,hills,ca 92372,,,86126880,
A905427,GREGORIO,K,LLOYD,1241 SW 124TH CT APT D,miami,fl,33184,Po Box 430115,"MIAMI, FL 33243",144663031,
A905428,dana,c,bennett,67380 QUIJO RD,cathedral,city,california 92234,,,096-67-8235,
A905429,Charles,Q,Cayco,1965 Scenic Ave,martinez,ca,94553,OFICE BOX 1355,"martinez, cali 94553",036-75-0675,
A905430,JACKEI,C,GIBSON-BARROWS,4205 LAUREN LN,garland,texas,75043,,,,1927
A905431,TU,L,ANDERSON,10517 WARREN ST,el,paso,tx 79924,Po Box 27096,"El Paso, Tx 79926",043-12-6914,
A905432,ANTHONY,,ARCENEAUX,1975 Bonifacio St Apt 2,CONCORD,CALIF.,94520,PO BOX 5853,"CONCORD, CA 945G24",115766347,
